3200 3 620 907 288 398 2.46365 1.5243
3200 3 2644 854 261 375 2.67345 -1.29076
3200 3 912 792 206 294 3.2702 1.57529
3200 3 2432 765 183 277 3.5105 -1.21009
3200 1 2254 738 96 135 5.04031 -1.12974
3200 0 1165 754 102 132 4.9053 1.82529
3200 1 2143 678 78 108 6.31487 -0.993214
3200 0 1346 664 67 93 6.86742 1.9382
3200 1 2048 623 62 84 8.51773 -0.86356
3200 1 3470 599 62 79 9.08089 -7.99725
3200 0 1413 628 56 74 8.58428 2.13107
3200 1 1945 546 36 65 12.9269 -0.48881
3200 1 3213 570 51 65 10.7724 -7.92841
3200 1 2951 538 47 63 13.7348 -8.1216
3200 0 1488 585 42 62 10.8791 2.29535
3200 1 1992 577 36 62 11.0989 -0.711641
3200 1 2565 508 29 48 19.6212 -7.36568
3200 0 1547 548 25 46 14.087 2.58619
3200 0 1582 536 22 46 15.4759 2.55281
3200 0 3134 531 33 42 15.4759 -10.6607
3200 3 2109 506 24 41 22.8914 -2.8477
3200 0 1995 503 22 38 24.4175 -1.48532
3200 1 2378 508 25 37 22.8914 -6.23484
3200 0 1600 528 22 37 17.1686 2.66267
3200 0 1648 520 19 36 19.978 2.59475
3200 0 1686 512 17 35 22.8914 2.49645
3200 1 2193 512 21 35 22.8914 -3.87639
3200 0 2448 508 25 35 23.8867 -7.42225
3200 1 2022 514 21 34 22.8914 -1.74375
3200 1 2274 511 22 34 23.3785 -5.00944
3200 0 2162 509 17 33 24.4175 -3.70662
3200 0 2301 510 24 31 25.5532 -5.86754
3201 3 620 904 290 401 2.47475 1.53116
3201 3 2645 853 262 379 2.66696 -1.28762
3201 3 912 793 207 295 3.2702 1.57529
3201 3 2431 766 186 277 3.5105 -1.21009
3201 1 2253 738 97 135 4.99449 -1.11399
3201 0 1166 754 101 133 4.9053 1.81991
3201 1 2142 679 80 110 6.24311 -0.98877
3201 0 1345 663 67 95 6.91061 1.95796
3201 1 2049 623 60 84 8.51773 -0.86356
3201 1 3474 599 62 76 9.15656 -8.08397
3201 0 1411 628 58 74 8.58428 2.14048
3201 1 1945 540 36 71 13.2384 -0.500589
3201 1 3210 570 55 65 10.7724 -7.92841
3201 1 1991 579 36 63 10.9879 -0.692481
3201 0 1489 585 40 62 10.7724 2.27285
3201 1 2817 532 35 51 15.2609 -7.85314
3201 3 2564 510 30 49 19.277 -7.23646
3201 0 1547 550 25 46 14.087 2.58619
3201 0 3134 530 31 44 15.4759 -10.6438
3201 1 2377 508 27 37 22.8914 -6.20975
3201 1 2108 511 23 37 23.3785 -2.88267
3201 0 2448 508 25 35 24.4175 -7.58719
3201 1 2022 514 21 34 22.8914 -1.74375
3201 1 2272 511 23 34 22.8914 -4.87999
3201 0 1686 516 16 33 22.8914 2.49645
3201 0 2161 509 17 33 24.9724 -3.76349
3201 0 1648 523 19 33 20.3479 2.6428
3201 0 2301 506 24 33 24.9724 -5.73418
3201 1 2193 513 20 33 22.8914 -3.87639
