1151 0 1008 1091 203 282 2.32302 0.999353
1151 0 1352 812 147 260 3.45531 0.888088
1151 1 2242 1104 186 259 2.28914 -0.553232
1151 1 2112 927 142 204 3.13939 -0.49721
1151 1 2018 807 112 159 4.19384 -0.415994
1151 0 430 503 35 53 19.6212 15.5593
1151 0 778 506 20 44 21.5448 13.0468
1152 0 1006 1091 204 282 2.32302 0.999353
1152 0 1351 813 148 259 3.45531 0.888088
1152 1 2245 1105 184 258 2.28914 -0.555741
1152 1 2113 927 140 204 3.13939 -0.49721
1152 1 2019 807 109 159 4.19384 -0.411398
1152 0 431 506 34 52 19.277 15.2864
1152 0 710 508 30 52 19.6212 12.57
1152 0 535 513 31 52 17.7224 13.0629
1153 0 1005 1091 207 284 2.32302 1.0019
1153 1 2242 1105 187 258 2.28914 -0.553232
1153 0 1351 816 147 256 3.45531 0.891875
1153 1 2110 927 142 204 3.13939 -0.493769
1153 1 2019 807 109 159 4.19384 -0.411398
1153 0 432 505 34 54 19.277 15.2652
1154 0 1006 1092 204 281 2.32794 1.00147
1154 0 1351 812 147 260 3.45531 0.891875
1154 1 2243 1106 189 256 2.29392 -0.556902
1154 1 2111 928 140 201 3.15743 -0.496607
1154 1 2017 806 112 159 4.19384 -0.411398
1154 0 431 506 34 52 19.277 15.2864
1155 0 1006 1091 205 285 2.31324 0.995145
1155 0 1352 814 147 258 3.45531 0.888088
1155 1 2239 1108 192 254 2.29392 -0.554387
1155 1 2108 927 142 204 3.15743 -0.493146
1155 1 2018 807 110 158 4.19384 -0.411398
1155 0 431 505 34 54 19.277 15.2864
1155 0 710 508 30 52 19.6212 12.57
1155 0 777 507 23 44 22.4242 13.6038
1156 0 1004 1090 205 286 2.30838 0.995584
1156 0 1351 814 147 258 3.45531 0.891875
1156 1 2241 1107 191 254 2.29392 -0.554387
1156 1 2109 927 144 204 3.13939 -0.493769
1156 1 2017 807 112 158 4.19384 -0.411398
1156 0 535 515 32 52 17.7224 13.0435
1156 0 431 506 34 52 19.277 15.2864
1156 0 710 508 29 51 19.6212 12.57
1156 0 777 507 22 45 22.4242 13.6038
1157 0 1003 1088 205 288 2.29872 0.993938
1157 0 1350 811 149 261 3.45531 0.888088
1157 1 2238 1106 191 256 2.28914 -0.550723
1157 1 2108 927 142 204 3.15743 -0.493146
1157 1 2019 807 109 158 4.1779 -0.409834
1157 0 536 513 32 53 18.0129 13.2376
1157 0 430 506 33 52 19.277 15.2864
1158 0 1004 1090 204 286 2.29872 0.991419
1158 0 1351 814 147 258 3.45531 0.891875
1158 1 2239 1108 187 252 2.28914 -0.548214
1158 1 2108 927 142 204 3.16653 -0.494568
1158 1 2019 808 109 158 4.1779 -0.409834
1158 0 430 505 35 54 19.277 15.2864
1158 0 537 514 31 53 17.7224 13.0435
1158 0 712 507 28 50 19.978 12.7767
1158 0 779 504 18 46 22.4242 13.6038
1159 0 1003 1088 201 287 2.30838 1.00064
1159 0 1351 813 147 260 3.45531 0.891875
1159 1 2242 1106 184 256 2.28438 -0.552082
1159 1 2111 927 140 204 3.16653 -0.498038
1159 1 2018 806 110 159 4.19384 -0.411398
1159 0 537 514 31 53 17.7224 13.0435
1159 0 431 506 34 52 19.277 15.2864
1159 0 710 508 30 51 19.6212 12.57
1160 0 1002 1088 205 292 2.29392 0.991863
1160 0 1350 814 148 258 3.46621 0.89089
1160 1 2241 1107 184 254 2.29392 -0.551873
1160 1 2112 925 139 206 3.14839 -0.495184
1160 1 2018 806 110 160 4.19384 -0.411398
1160 0 537 513 30 53 17.7224 13.0435
1160 0 431 506 34 52 19.277 15.2864
1160 0 712 509 29 49 19.978 12.7767
1161 0 1003 1088 203 292 2.29872 0.996458
1161 0 1351 813 146 259 3.45531 0.891875
1161 1 2239 1106 186 256 2.28438 -0.547075
1161 1 2112 925 138 204 3.15743 -0.496607
1161 1 2017 808 113 157 4.19384 -0.411398
1161 0 431 506 33 52 19.277 15.2864
1161 0 712 508 28 49 19.978 12.7767
1162 0 1006 1086 201 293 2.31324 0.99768
1162 0 1351 815 147 257 3.45531 0.891875
1162 1 2241 1106 184 255 2.29392 -0.551873
1162 1 2111 924 142 205 3.14839 -0.495184
1162 1 2018 805 112 160 4.1779 -0.414413
1162 0 431 505 34 54 19.277 15.2864
1162 0 537 513 30 53 17.7224 13.0435
1162 0 710 507 30 50 19.6212 12.57
1163 0 1006 1089 203 289 2.31324 0.99768
1163 0 1351 813 147 259 3.45531 0.891875
1163 1 2242 1107 182 254 2.29392 -0.551873
1163 1 2111 925 140 204 3.14839 -0.495184
1163 1 2019 807 109 158 4.19384 -0.411398
1163 0 536 515 32 52 17.7224 13.0241
1163 0 431 506 33 52 19.277 15.2864
1163 0 712 508 28 51 19.978 12.7767
1163 0 778 506 20 44 21.9757 13.3077
1164 0 1006 1091 205 289 2.29872 0.988899
1164 0 1351 812 147 260 3.45531 0.891875
1164 1 2238 1106 187 256 2.28914 -0.548214
1164 1 2111 924 140 207 3.14839 -0.495184
1164 1 2019 807 110 158 4.19384 -0.411398
1164 0 536 513 31 52 18.0129 13.2573
1164 0 430 506 33 52 19.277 15.2864
1164 0 712 506 29 52 19.978 12.7767
1165 0 1004 1087 208 293 2.30838 0.993054
1165 0 1350 814 149 259 3.45531 0.888088
1165 1 2238 1108 184 253 2.27964 -0.54594
1165 1 2114 925 138 204 3.14839 -0.498635
1165 1 2019 807 110 158 4.19384 -0.411398
1165 0 537 512 31 55 17.7224 13.0435
1165 0 430 506 33 52 19.277 15.2864
1165 0 711 508 29 51 19.6212 12.57
1166 0 1006 1089 205 289 2.30838 0.993054
1166 0 1350 813 151 259 3.45531 0.888088
1166 1 2237 1108 186 252 2.28914 -0.545705
1166 1 2114 925 140 205 3.14839 -0.502086
1166 1 2019 807 110 158 4.19384 -0.411398
1166 0 536 513 32 55 18.0129 13.2376
1166 0 432 507 33 50 19.277 15.2652
1166 0 778 507 20 45 21.9757 13.3077
1167 0 1006 1089 204 287 2.31812 0.997244
1167 0 1351 813 147 259 3.45531 0.891875
1167 1 2239 1107 184 253 2.28438 -0.547075
1167 1 2114 927 138 204 3.14839 -0.498635
1167 1 2019 807 109 158 4.19384 -0.411398
1167 0 537 516 30 50 17.4411 12.8365
1167 0 431 507 33 50 19.277 15.2864
1167 0 779 505 19 46 21.9757 13.3318
1168 0 1005 1089 204 286 2.32302 1.0019
1168 0 1351 812 147 260 3.44447 0.889079
1168 1 2239 1107 185 253 2.28438 -0.547075
1168 1 2114 926 142 204 3.14839 -0.502086
1168 1 2019 807 109 159 4.19384 -0.411398
1168 0 431 506 34 52 19.277 15.2864
1168 0 535 516 31 50 17.7224 13.0629
1169 0 1006 1088 205 290 2.29872 0.988899
1169 0 1351 811 147 261 3.45531 0.891875
1169 1 2236 1107 187 255 2.29392 -0.546845
1169 1 2110 925 142 207 3.14839 -0.495184
1169 1 2019 807 109 158 4.19384 -0.411398
1169 0 536 515 31 52 17.7224 13.0435
1169 0 431 506 33 52 19.277 15.2864
1169 0 711 507 28 50 19.6212 12.57
1170 0 1007 1089 201 288 2.30838 0.995584
1170 0 1351 812 147 261 3.45531 0.891875
1170 1 2240 1106 185 257 2.28438 -0.549578
1170 1 2112 924 142 207 3.14839 -0.498635
1170 1 2019 807 109 158 4.1779 -0.409834
1170 0 432 506 33 52 19.6212 15.5378
1170 0 779 504 19 47 21.9757 13.3318
1171 0 1007 1089 206 291 2.30354 0.990972
1171 0 1351 813 146 259 3.45531 0.891875
1171 1 2241 1106 184 255 2.29392 -0.551873
1171 1 2112 924 142 207 3.14839 -0.498635
1171 1 2019 808 109 157 4.1779 -0.409834
1171 0 534 515 32 52 17.7224 13.0435
1171 0 431 506 34 52 19.277 15.2864
1172 0 1006 1092 203 287 2.30354 0.993497
1172 0 1352 816 145 257 3.45531 0.888088
1172 1 2242 1105 184 257 2.28914 -0.553232
1172 1 2111 924 142 203 3.14839 -0.495184
1172 1 2019 807 109 158 4.19384 -0.411398
1172 0 432 506 34 52 19.277 15.2652
1173 0 1005 1089 206 289 2.31324 0.99768
1173 1 2241 1103 189 260 2.30838 -0.557881
1173 0 1351 821 146 250 3.45531 0.891875
1173 1 2110 925 142 207 3.13939 -0.493769
1173 1 2018 807 110 158 4.19384 -0.411398
1173 0 431 505 34 54 19.277 15.2864
1173 0 533 515 32 50 17.7224 13.0629
1173 0 711 507 29 50 19.6212 12.57
1173 0 777 507 22 45 22.4242 13.6038
1174 0 1005 1090 205 289 2.29872 0.991419
1174 0 1351 812 147 261 3.45531 0.891875
1174 1 2242 1104 189 255 2.30354 -0.559237
1174 1 2110 924 142 207 3.14839 -0.495184
1174 1 2020 807 107 158 4.19384 -0.411398
1174 0 431 505 34 54 19.277 15.2864
1174 0 710 508 29 49 19.978 12.7986
1175 0 1008 1090 199 286 2.31812 0.999785
1175 0 1351 815 147 258 3.44447 0.889079
1175 1 2240 1105 189 256 2.29872 -0.555547
1175 1 2114 920 142 211 3.14839 -0.502086
1175 1 2019 807 110 158 4.1779 -0.409834
1175 0 430 506 33 52 19.277 15.2864
1175 0 711 507 29 50 19.6212 12.57
1176 0 1006 1090 204 286 2.31324 0.995145
1176 0 1350 811 149 263 3.45531 0.888088
1176 1 2239 1102 190 256 2.33785 -0.562441
1176 1 2114 924 142 207 3.14839 -0.502086
1176 1 2018 807 110 158 4.1779 -0.409834
1176 0 430 506 34 52 19.277 15.2864
1176 0 710 506 30 52 19.6212 12.57
1176 0 778 506 21 47 21.5448 13.0468
1177 0 1004 1089 209 291 2.30354 0.990972
1177 0 1350 813 149 259 3.45531 0.888088
1177 1 2238 1104 188 254 2.35286 -0.566054
1177 1 2114 923 143 208 3.14839 -0.502086
1177 1 2019 808 109 156 4.1779 -0.409834
1177 0 431 507 34 50 19.277 15.2864
1178 0 1005 1089 206 291 2.30354 0.993497
1178 0 1351 815 148 258 3.45531 0.888088
1178 1 2114 926 142 205 3.14839 -0.502086
1178 1 2019 810 109 154 4.1779 -0.409834
1178 0 432 506 34 52 19.277 15.2652
1178 0 711 506 29 49 19.978 12.7986
1178 0 777 507 23 44 21.9757 13.3318
1179 0 1005 1091 208 291 2.29872 0.988899
1179 0 1351 812 147 260 3.45531 0.891875
1179 1 2239 1102 186 258 2.29872 -0.550508
1179 1 2116 925 137 204 3.13939 -0.500651
1179 1 2018 809 110 154 4.19384 -0.411398
1179 0 430 505 35 54 19.277 15.2864
1179 0 712 507 28 50 19.978 12.7767
1180 0 1004 1089 210 289 2.31812 0.997244
1180 0 1351 813 149 258 3.45531 0.888088
1180 1 2238 1106 190 252 2.32302 -0.558874
1180 1 2114 925 142 204 3.14839 -0.502086
1180 1 2019 808 110 156 4.19384 -0.411398
1180 0 431 505 34 54 19.277 15.2864
1181 0 1005 1089 206 292 2.30354 0.993497
1181 0 1351 813 148 259 3.45531 0.888088
1181 1 2238 1104 190 256 2.32794 -0.560058
1181 1 2114 925 141 205 3.15743 -0.503528
1181 1 2019 808 110 156 4.19384 -0.411398
1181 0 537 513 32 55 17.7224 13.0241
1181 0 431 506 34 52 19.277 15.2864
1182 0 1005 1089 204 292 2.30838 0.995584
1182 0 1351 814 147 259 3.45531 0.891875
1182 1 2238 1102 192 258 2.32794 -0.562609
1182 1 2117 925 139 204 3.14839 -0.502086
1182 1 2019 807 110 159 4.19384 -0.411398
1182 0 430 505 35 54 19.277 15.2864
1183 0 1004 1089 207 292 2.30354 0.993497
1183 0 1350 815 148 258 3.45531 0.888088
1183 1 2239 1102 191 258 2.32794 -0.560058
1183 1 2115 924 140 207 3.14839 -0.502086
1183 1 2019 808 109 157 4.19384 -0.411398
1183 0 537 513 32 55 17.7224 13.0241
1183 0 431 506 34 52 19.277 15.2864
1183 0 712 508 28 49 19.978 12.7767
1184 0 1005 1088 206 291 2.30838 0.995584
1184 0 1350 812 149 260 3.45531 0.888088
1184 1 2237 1104 194 258 2.33288 -0.561247
1184 1 2113 923 144 207 3.14839 -0.502086
1184 1 2020 806 109 158 4.1779 -0.414413
1184 0 535 512 32 55 17.7224 13.0435
1184 0 431 506 34 52 19.277 15.2864
1184 0 710 508 28 49 19.6212 12.57
1185 0 1004 1089 208 291 2.30838 0.993054
1185 0 1351 814 148 259 3.46621 0.89089
1185 1 2238 1102 192 258 2.34784 -0.567418
1185 1 2115 924 141 205 3.14839 -0.502086
