12210 3 2949 1055 382 550 1.79834 -1.22698
12210 3 134 976 368 489 2.08104 1.79621
12210 1 902 851 136 182 3.61443 1.82826
12210 0 2450 863 137 177 3.52175 -1.20625
12210 1 1249 730 96 123 5.28263 1.72831
12210 0 2231 693 84 111 5.97167 -1.24031
12210 1 1364 685 85 111 6.24311 1.6662
12210 0 2162 630 60 87 7.68383 -1.25906
12210 1 1512 625 53 80 8.51773 1.6571
12210 1 259 600 62 74 9.72378 8.55277
12210 0 2127 595 44 71 9.72378 -1.35885
12210 1 1567 599 43 67 9.8106 1.65056
12210 1 1609 582 39 59 10.5653 1.54592
12210 0 2101 569 32 54 11.5662 -1.41349
12210 1 697 523 32 52 17.1686 11.1117
12210 1 1652 569 32 51 12.3459 1.52231
12210 0 2070 551 27 47 13.7348 -1.4226
12210 0 2050 531 21 37 16.6483 -1.52364
12211 3 2953 1058 375 544 1.7954 -1.22498
12211 3 133 979 369 486 2.0771 1.79509
12211 1 902 851 137 183 3.61443 1.82826
12211 0 2451 862 135 179 3.52175 -1.20239
12211 1 1248 730 98 123 5.28263 1.72831
12211 1 1364 683 85 111 6.24311 1.6662
12211 0 2231 694 83 109 5.97167 -1.23377
12211 0 2162 634 60 84 7.73794 -1.26792
12211 1 1513 625 53 79 8.51773 1.6571
12211 1 260 605 58 69 9.8106 8.62914
12211 0 2130 599 39 67 9.8106 -1.37098
12211 1 1568 598 42 65 9.8106 1.6398
12211 1 1610 582 39 57 10.5653 1.53434
12211 0 2101 571 31 52 11.5662 -1.40081
12211 1 699 522 29 52 17.1686 11.1117
12211 1 1653 569 30 50 12.3459 1.53584
12211 1 494 545 38 50 14.4577 10.9418
12211 0 2070 552 27 45 13.7348 -1.4226
12211 1 1686 554 27 41 13.7348 1.46776
12212 3 2950 1055 380 549 1.79834 -1.22895
12212 3 134 975 371 490 2.08104 1.79621
12212 1 903 852 137 181 3.61443 1.82826
12212 0 2450 863 136 178 3.52175 -1.20625
12212 1 1248 728 97 126 5.28263 1.72831
12212 1 1364 683 85 111 6.24311 1.6662
12212 0 2232 694 81 109 5.97167 -1.24031
12212 0 2162 630 62 87 7.73794 -1.26792
12212 1 1513 626 53 78 8.51773 1.6571
12212 0 2128 595 42 71 9.8106 -1.37098
12212 1 260 605 57 70 9.8106 8.62914
12212 1 1568 599 42 67 9.8106 1.6398
12212 1 1610 582 37 59 10.5653 1.53434
12212 0 2101 570 32 53 11.5662 -1.41349
12212 1 1653 568 30 50 12.3459 1.53584
12212 1 697 524 32 50 17.1686 11.1117
12212 0 2070 550 27 46 13.7348 -1.4226
12212 1 1686 555 27 42 13.7348 1.46776
12212 0 2049 531 23 37 16.3998 -1.48293
12213 3 2951 1058 377 545 1.7954 -1.22498
12213 3 134 975 370 489 2.08104 1.79621
12213 1 901 850 140 184 3.61443 1.82826
12213 0 2450 862 136 179 3.52175 -1.20625
12213 1 1248 728 97 126 5.28263 1.72831
12213 1 1364 683 85 111 6.24311 1.6662
12213 0 2231 694 83 108 5.97167 -1.23377
12213 0 2164 634 58 84 7.73794 -1.26792
12213 1 1513 625 52 79 8.51773 1.6571
12213 1 258 602 60 71 9.8106 8.62914
12213 1 1567 599 44 67 9.8106 1.6398
12213 0 2130 600 39 65 9.8106 -1.37098
12213 1 1610 582 37 59 10.5653 1.53434
12213 0 2101 569 31 53 11.6892 -1.41571
12213 1 1652 569 31 51 12.3459 1.53584
12213 1 697 524 31 51 16.9044 10.9593
12213 1 494 545 38 50 14.4577 10.9418
12213 0 2071 550 27 46 13.9087 -1.44061
12213 1 1686 554 27 41 13.7348 1.46776
12213 0 2028 505 16 33 20.7318 -1.62469
12214 3 2949 1060 382 544 1.79834 -1.22698
12214 3 134 979 370 485 2.0771 1.79281
12214 1 903 850 137 184 3.61443 1.82826
12214 0 2451 863 134 178 3.52175 -1.20239
12214 1 1248 728 98 126 5.28263 1.72831
12214 1 1365 683 83 111 6.24311 1.67304
12214 0 2232 694 82 109 5.97167 -1.24031
12214 0 2162 630 60 87 7.73794 -1.26792
12214 1 1512 625 54 79 8.51773 1.6571
12214 1 259 603 61 69 9.8106 8.62914
12214 0 2130 599 39 67 9.8106 -1.37098
12214 1 1567 599 43 67 9.8106 1.65056
12214 1 1610 583 37 59 10.5653 1.53434
12214 0 2101 570 32 54 11.5662 -1.41349
12214 1 698 521 30 52 17.1686 11.1117
12214 1 1652 568 31 51 12.3459 1.53584
12214 0 2070 552 27 48 13.7348 -1.4226
12214 1 1686 554 27 41 13.7348 1.46776
12214 0 2049 531 23 37 16.3998 -1.48293
12214 0 2029 505 16 33 20.7318 -1.62469
12215 3 2948 1061 383 544 1.79834 -1.22698
12215 3 134 976 367 487 2.08104 1.79849
12215 1 902 850 138 184 3.61443 1.82826
12215 0 2450 862 137 180 3.52175 -1.20625
12215 1 1248 730 98 123 5.28263 1.72831
